ID number,Surname,Faculty,Origin,Course module viewed,Grade overview report viewed,Grade user report viewed,Message sent,Quiz attempt started,Quiz attempt submitted,Quiz attempt summary viewed,Quiz attempt viewed,Sessions viewed,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Total Events,Label_Semester,Label_Final,Label_Total
CHEM262_395,CHEM262_Masked_395,Science and Arts,web,45,0,3,0,4,4,5,94,0,0,0,0,0,0,0,0,0,1,1,31,30,10,30,52,0,0,155,50,20,70
CHEM262_396,CHEM262_Masked_396,Pharmacy ,"web, ws",39,0,6,0,4,4,5,77,0,0,0,0,0,0,0,0,0,0,0,21,22,48,41,3,0,0,135,49,20,68
CHEM262_397,CHEM262_Masked_397,Nurse,"web, ws",11,0,1,0,4,4,4,38,0,0,0,0,0,0,0,0,0,0,1,10,21,16,14,0,0,0,62,49,35,83
CHEM262_398,CHEM262_Masked_398,Agriculture ,"web, ws",29,0,2,0,4,4,5,47,0,0,0,0,0,0,0,0,0,0,4,16,22,17,32,0,0,0,91,49,17,65
CHEM262_399,CHEM262_Masked_399,Science and Arts,"web, ws",21,0,2,0,4,4,5,42,1,0,0,0,0,0,0,0,0,2,1,18,26,17,14,1,0,0,79,49,24,73
CHEM262_400,CHEM262_Masked_400,Pharmacy ,web,57,0,1,0,4,4,4,71,0,0,0,0,0,0,0,0,0,0,7,22,45,39,25,0,1,2,141,49,32,80
CHEM262_401,CHEM262_Masked_401,Veterinary Medicine,web,54,0,0,0,4,4,4,78,0,0,0,0,0,0,0,0,0,0,1,23,46,46,28,0,0,0,144,49,39,88
CHEM262_402,CHEM262_Masked_402,Science and Arts,web,29,0,0,0,4,4,5,33,0,0,0,0,0,0,0,0,0,1,1,15,19,18,21,0,0,0,75,47,32,79
CHEM262_403,CHEM262_Masked_403,Pharmacy ,web,67,0,0,0,4,4,4,100,0,0,0,0,0,0,0,0,0,1,6,24,49,61,36,2,0,0,179,47,50,97
CHEM262_404,CHEM262_Masked_404,Veterinary Medicine,web,63,0,5,0,4,4,6,57,0,0,0,0,0,0,0,0,0,1,10,25,20,41,33,9,0,0,139,49,33,82
CHEM262_405,CHEM262_Masked_405,Science and Arts,web,18,0,0,0,4,4,5,51,0,0,0,0,0,0,0,0,0,0,0,24,25,16,13,4,0,0,82,46,24,70
CHEM262_406,CHEM262_Masked_406,Veterinary Medicine,web,42,0,4,0,4,4,4,75,0,0,0,0,0,0,0,0,0,0,0,29,29,34,41,0,0,0,133,47,30,77
CHEM262_407,CHEM262_Masked_407,Pharmacy ,"web, ws",36,0,0,0,5,5,9,94,0,0,0,0,0,0,0,0,0,0,0,23,39,35,34,18,0,0,149,49,48,97
CHEM262_408,CHEM262_Masked_408,Pharmacy ,web,46,0,0,0,4,4,4,74,0,0,0,0,0,0,0,0,0,1,7,24,21,48,31,0,0,0,132,49,36,85
CHEM262_409,CHEM262_Masked_409,Veterinary Medicine,web,35,0,2,0,4,4,4,42,0,0,0,0,0,0,0,0,0,0,0,23,25,23,19,1,0,0,91,49,29,77
CHEM262_410,CHEM262_Masked_410,Science and Arts,"web, ws",63,0,9,0,4,4,12,114,0,0,0,0,0,0,0,0,0,0,6,49,66,45,34,6,0,0,206,49,35,83
CHEM262_411,CHEM262_Masked_411,Pharmacy ,web,50,0,0,0,4,4,7,145,0,0,0,0,0,0,0,0,0,0,3,30,62,71,44,0,0,0,210,49,27,76
CHEM262_412,CHEM262_Masked_412,Veterinary Medicine,web,49,0,3,0,4,4,4,81,1,0,0,0,0,0,0,0,0,0,2,30,46,45,23,0,0,0,146,49,29,77
CHEM262_413,CHEM262_Masked_413,Pharmacy ,ws,64,0,6,0,4,4,11,98,0,0,0,0,0,0,0,0,0,1,2,26,35,57,45,2,17,2,187,38,33,71
CHEM262_414,CHEM262_Masked_414,Pharmacy ,web,33,0,5,0,4,4,4,36,0,0,0,0,0,0,0,0,0,0,0,15,28,17,24,2,0,0,86,49,32,80
CHEM262_415,CHEM262_Masked_415,Nurse,web,21,0,0,0,4,4,4,40,1,0,0,0,0,0,0,0,0,0,2,19,22,19,12,0,0,0,74,47,23,70
CHEM262_416,CHEM262_Masked_416,Science and Arts,"web, ws",23,0,8,0,4,4,6,64,0,0,0,0,0,0,0,0,0,0,0,22,28,42,16,1,0,0,109,49,35,83
CHEM262_417,CHEM262_Masked_417,Pharmacy ,"web, ws",34,0,1,0,4,4,10,105,0,0,0,0,0,0,0,0,0,0,4,23,50,43,34,0,0,4,158,49,35,83
CHEM262_418,CHEM262_Masked_418,Applied Medical Sciences,"web, ws",57,0,1,0,4,4,6,171,3,0,0,0,0,0,0,0,0,2,6,44,73,79,42,0,0,0,246,49,29,77
CHEM262_419,CHEM262_Masked_419,Pharmacy ,"web, ws",29,0,2,0,4,4,4,86,0,0,0,0,0,0,0,0,0,0,2,26,39,28,34,0,0,0,129,49,41,89
CHEM262_420,CHEM262_Masked_420,Pharmacy ,"web, ws",36,0,2,0,4,4,6,64,0,0,0,0,0,0,0,0,0,0,0,11,41,40,1,23,0,0,116,47,24,71
CHEM262_421,CHEM262_Masked_421,Pharmacy ,web,27,0,0,0,4,4,4,32,0,0,0,0,0,0,0,0,0,0,0,13,17,20,15,6,0,0,71,47,33,80
CHEM262_422,CHEM262_Masked_422,Applied Medical Sciences,web,32,0,0,0,4,4,6,46,0,0,0,0,0,0,0,0,0,0,0,29,23,22,18,0,0,0,92,49,11,59
CHEM262_423,CHEM262_Masked_423,Science and Arts,web,40,0,0,0,4,4,5,46,0,0,0,0,0,0,0,0,0,0,1,17,29,25,27,0,0,0,99,49,18,67
CHEM262_424,CHEM262_Masked_424,Agriculture ,"web, ws",24,0,7,0,4,4,9,61,0,0,0,0,0,0,0,0,0,1,3,21,33,20,28,3,0,0,109,47,26,73
CHEM262_425,CHEM262_Masked_425,Veterinary Medicine,web,16,0,1,0,4,4,5,46,0,0,0,0,0,0,0,0,0,0,1,10,25,18,20,2,0,0,76,47,11,58
CHEM262_426,CHEM262_Masked_426,Applied Medical Sciences,"web, ws",42,0,1,0,4,4,5,60,0,0,0,0,0,0,0,0,0,0,3,17,5,23,19,49,0,0,116,31,32,62
CHEM262_427,CHEM262_Masked_427,Agriculture ,web,85,0,0,0,5,5,5,112,1,0,0,0,0,0,0,0,0,12,5,31,45,45,33,42,0,0,213,49,27,76
CHEM262_428,CHEM262_Masked_428,Pharmacy ,web,64,0,0,0,4,4,5,85,0,0,0,0,0,0,0,0,0,0,0,23,46,39,41,13,0,0,162,49,14,62
