ID number,Surname,Faculty,Origin,Course module viewed,Discussion viewed,Grade overview report viewed,Grade user report viewed,Quiz attempt started,Quiz attempt submitted,Quiz attempt summary viewed,Quiz attempt viewed,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Total Events,Label_Semester,Label_Final,Label_Total
BT107_160,BT107_Masked_160,Pharmacy,"web, ws",58,3,0,4,3,3,4,21,0,0,0,0,0,0,0,1,25,0,5,12,19,0,32,1,1,96,39,32,71
BT107_161,BT107_Masked_161,Agriculture,web,32,4,0,0,3,3,2,24,0,0,0,0,0,0,1,0,25,0,3,13,0,1,15,1,9,68,34,28,62
BT107_162,BT107_Masked_162,Pharmacy,web,21,0,0,0,3,3,3,11,0,0,0,0,0,0,0,0,10,0,2,6,0,0,22,1,0,41,44,32,76
BT107_163,BT107_Masked_163,Agriculture,web,90,1,0,2,3,3,2,11,0,0,0,0,0,0,1,4,16,3,38,13,7,5,18,6,1,112,40,27,67
BT107_164,BT107_Masked_164,Applied Medical Sciences,"web, ws",61,2,0,0,3,3,1,23,0,0,0,0,0,0,0,0,26,0,31,15,0,0,20,0,1,93,34,27,61
BT107_165,BT107_Masked_165,Applied Medical Sciences,"web, ws",31,0,0,5,3,3,4,12,0,0,0,0,0,0,0,1,25,1,0,9,0,0,20,2,0,58,45,22,67
BT107_166,BT107_Masked_166,Applied Medical Sciences,"web, ws",22,4,0,0,3,3,2,11,0,0,0,0,0,0,0,0,12,8,1,8,3,0,12,0,1,45,43,18,61
BT107_167,BT107_Masked_167,Pharmacy,web,115,16,0,0,3,3,4,12,0,0,0,0,0,0,0,3,39,7,29,23,1,20,20,3,8,153,48,33,81
BT107_168,BT107_Masked_168,Pharmacy,web,30,3,0,0,3,3,3,22,0,0,0,0,0,0,1,1,20,0,1,8,2,3,23,5,0,64,46,40,86
BT107_169,BT107_Masked_169,Agriculture,web,6,0,0,1,2,2,1,10,0,0,0,0,0,0,0,0,10,0,0,1,0,0,11,0,0,22,30,15,45
BT107_170,BT107_Masked_170,Pharmacy,"web, ws",36,1,0,2,3,3,3,11,0,0,0,0,0,0,0,1,14,0,7,10,0,2,24,0,1,59,36,27,63
BT107_171,BT107_Masked_171,Agriculture,"web, ws",93,22,0,10,1,1,1,5,0,0,0,0,0,0,1,0,14,8,7,46,8,7,31,7,4,133,32,39,71
BT107_172,BT107_Masked_172,Applied Medical Sciences,"web, ws",73,4,0,8,3,3,3,11,0,0,0,0,0,0,1,6,33,2,7,24,3,6,18,1,4,105,50,38,88
BT107_173,BT107_Masked_173,Applied Medical Sciences,"web, ws",76,6,0,0,3,3,3,13,0,0,0,0,0,0,0,9,23,0,22,9,7,5,27,0,2,104,38,23,61
BT107_174,BT107_Masked_174,Medicine,"web, ws",19,0,0,0,3,3,3,11,0,0,0,0,0,0,0,0,9,0,3,6,1,5,15,0,0,39,34,30,64
BT107_175,BT107_Masked_175,Agriculture,"web, ws",14,0,0,9,3,3,2,13,0,0,0,0,0,0,0,0,13,0,1,7,0,1,17,3,2,44,37,19,56
BT107_176,BT107_Masked_176,Science and Arts,"web, ws",51,4,0,14,3,3,5,18,0,0,0,0,0,0,1,2,31,5,1,19,0,2,15,22,0,98,38,23,61
BT107_177,BT107_Masked_177,Pharmacy,ws,88,9,0,12,3,3,4,20,0,0,0,0,0,0,0,2,36,11,18,25,4,11,22,6,4,139,48,44,92
BT107_178,BT107_Masked_178,Applied Medical Sciences,web,14,7,0,0,3,3,3,11,0,0,0,0,0,0,1,0,11,0,2,6,1,2,12,0,6,41,50,25,75
BT107_179,BT107_Masked_179,Science and Arts,"web, ws",44,5,0,3,2,2,1,6,0,0,0,0,0,0,1,2,15,1,11,7,2,1,16,0,7,63,36,24,60
BT107_180,BT107_Masked_180,Pharmacy,"web, ws",31,2,0,1,3,3,3,21,0,0,0,0,0,0,0,0,19,0,16,6,0,0,21,0,2,64,43,35,78
BT107_181,BT107_Masked_181,Applied Medical Sciences,"web, ws",25,0,0,1,3,3,1,22,0,0,0,0,0,0,0,0,25,0,0,8,2,3,17,0,0,55,30,27,57
BT107_182,BT107_Masked_182,Agriculture,"web, ws",199,3,0,2,3,3,2,16,0,0,0,0,0,0,0,0,11,0,157,29,0,10,18,0,3,228,35,19,54
BT107_183,BT107_Masked_183,Applied Medical Sciences,web,51,2,0,0,2,2,5,18,0,0,0,0,0,0,2,2,35,2,11,3,1,1,22,0,1,80,35,15,50
BT107_184,BT107_Masked_184,Science and Arts,"web, ws",56,7,0,0,3,3,5,18,0,0,0,0,0,0,6,7,20,0,1,22,2,4,27,1,2,92,46,30,76
BT107_185,BT107_Masked_185,Pharmacy,web,23,1,0,0,3,3,2,20,0,0,0,0,0,0,0,0,18,0,3,11,0,3,16,0,1,52,40,25,65
BT107_186,BT107_Masked_186,Pharmacy,"web, ws",54,3,0,0,3,3,1,25,0,0,0,0,0,0,1,4,32,0,2,18,6,3,21,1,1,89,48,39,87
BT107_187,BT107_Masked_187,Agriculture,web,15,0,0,0,3,3,3,14,0,0,0,0,0,0,0,2,13,0,0,8,0,3,12,0,0,38,35,17,52
BT107_188,BT107_Masked_188,Agriculture,web,21,2,0,3,3,3,2,11,0,0,0,0,0,0,0,0,10,0,0,9,0,4,17,5,0,45,47,23,70
BT107_189,BT107_Masked_189,Pharmacy,web,28,0,0,0,3,3,1,15,0,0,0,0,0,0,0,0,16,0,5,7,3,0,15,2,2,50,41,40,81
BT107_190,BT107_Masked_190,Applied Medical Sciences,web,119,2,0,0,3,3,0,11,0,0,0,0,0,0,2,1,59,1,14,21,21,0,16,3,0,138,38,28,66
BT107_191,BT107_Masked_191,Pharmacy,web,63,6,0,1,3,3,2,11,0,0,0,0,0,0,0,4,24,0,5,13,3,2,29,3,6,89,37,40,77
BT107_192,BT107_Masked_192,Pharmacy,web,160,16,0,0,3,3,4,22,0,0,0,0,0,0,9,1,59,4,24,28,5,15,37,6,20,208,42,24,66
BT107_193,BT107_Masked_193,Pharmacy,web,45,9,0,2,3,3,2,11,0,0,0,0,0,0,2,4,25,0,12,5,6,0,20,1,0,75,39,42,81
BT107_194,BT107_Masked_194,Pharmacy,web,58,0,0,0,3,3,1,24,0,0,0,0,0,0,1,0,30,0,7,7,4,2,36,1,1,89,37,29,66
BT107_195,BT107_Masked_195,Pharmacy,web,15,0,0,0,3,3,2,29,0,0,0,0,0,0,0,0,27,2,3,6,0,0,14,0,0,52,45,22,67
BT107_196,BT107_Masked_196,Pharmacy,web,57,2,0,2,3,3,0,9,0,0,0,0,0,0,0,0,11,3,30,5,1,2,15,0,9,76,29,22,51
BT107_197,BT107_Masked_197,Pharmacy,"web, ws",97,7,0,3,3,3,2,20,0,0,0,0,0,0,2,0,34,16,22,23,1,12,20,2,3,135,37,32,69
BT107_198,BT107_Masked_198,Applied Medical Sciences,web,134,6,0,0,3,3,1,12,0,0,0,0,0,0,6,4,24,4,5,10,3,72,24,2,5,159,33,22,55
BT107_199,BT107_Masked_199,Applied Medical Sciences,"web, ws",34,6,0,0,3,3,3,19,0,0,0,0,0,0,2,1,27,0,4,14,1,4,13,0,2,68,41,29,70
BT107_200,BT107_Masked_200,Pharmacy,web,63,15,0,0,3,3,5,30,0,0,0,0,0,0,0,3,43,0,18,17,0,6,21,7,4,119,49,44,93
BT107_201,BT107_Masked_201,Applied Medical Sciences,web,53,1,0,0,3,3,2,20,0,0,0,0,0,0,0,2,30,4,1,21,0,2,21,1,0,82,36,27,63
BT107_202,BT107_Masked_202,Applied Medical Sciences,web,4,1,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,14,18,50,68
BT107_203,BT107_Masked_203,Applied Medical Sciences,"web, ws",53,2,0,6,3,3,4,26,0,0,0,0,0,0,7,1,39,6,8,20,0,0,15,0,1,97,41,18,59
BT107_204,BT107_Masked_204,Pharmacy,"web, ws",74,1,0,5,3,3,2,21,0,0,0,0,0,0,0,8,30,0,4,16,2,12,25,9,3,109,46,42,88
BT107_205,BT107_Masked_205,Pharmacy,ws,75,5,0,0,2,2,2,19,0,0,0,0,0,0,2,0,17,0,0,0,0,55,30,0,1,105,36,25,61
BT107_206,BT107_Masked_206,Pharmacy,ws,29,0,0,1,3,3,3,13,0,0,0,0,0,0,4,0,17,0,5,9,0,0,17,0,0,52,40,33,73
BT107_207,BT107_Masked_207,Agriculture,"web, ws",46,1,0,0,3,3,4,12,0,0,0,0,0,0,2,0,13,5,9,14,2,4,18,1,1,69,36,27,63
BT107_208,BT107_Masked_208,Applied Medical Sciences,web,55,13,0,0,1,1,2,8,0,0,0,0,0,0,0,0,0,10,1,0,2,12,31,23,1,80,24,26,50
BT107_209,BT107_Masked_209,Pharmacy,"web, ws",102,4,0,1,4,4,4,14,0,0,0,0,0,0,0,19,17,2,11,35,3,4,21,21,0,133,42,20,62
BT107_210,BT107_Masked_210,Applied Medical Sciences,web,26,10,0,2,3,3,4,16,0,0,0,0,0,0,1,1,15,0,11,12,0,0,23,1,0,64,37,18,55
BT107_211,BT107_Masked_211,Pharmacy,"web, ws",86,6,0,3,3,3,3,17,0,0,0,0,0,0,3,0,34,4,8,23,9,19,18,0,3,121,46,39,85
BT107_212,BT107_Masked_212,Agriculture,"web, ws",38,2,0,0,3,3,1,12,0,0,0,0,0,0,0,5,12,0,10,14,1,3,10,0,4,59,42,39,81
BT107_213,BT107_Masked_213,Applied Medical Sciences,"web, ws",20,0,0,3,3,3,5,32,0,0,0,0,0,0,0,0,36,0,9,9,0,0,12,0,0,66,40,30,70
BT107_214,BT107_Masked_214,Applied Medical Sciences,"web, ws",57,1,0,8,3,3,1,24,0,0,0,0,0,0,1,0,38,3,15,10,3,6,17,3,1,97,36,42,78
BT107_215,BT107_Masked_215,Pharmacy,web,27,1,0,0,3,3,3,20,0,0,0,0,0,0,0,0,25,0,0,13,0,0,15,3,1,57,40,22,62
BT107_216,BT107_Masked_216,Pharmacy,"web, ws",37,1,0,12,3,3,0,19,0,0,0,0,0,0,0,0,17,0,3,15,1,3,21,3,12,75,47,45,92
BT107_217,BT107_Masked_217,Pharmacy,web,23,0,0,2,3,3,1,13,0,0,0,0,0,0,0,0,12,0,2,6,0,0,25,0,0,45,39,27,66
BT107_218,BT107_Masked_218,Medicine,"web, ws",24,0,0,4,3,3,4,12,0,0,0,0,0,0,0,0,12,0,0,15,0,0,23,0,0,50,40,20,60
BT107_219,BT107_Masked_219,Medicine,"web, ws",35,0,0,3,3,3,3,12,0,0,0,0,0,0,0,0,19,1,14,10,0,1,14,0,0,59,33,27,60
BT107_220,BT107_Masked_220,Pharmacy,"web, ws",46,4,0,2,3,3,2,16,0,0,0,0,0,0,0,4,22,0,7,13,0,6,15,2,7,76,48,39,87
BT107_221,BT107_Masked_221,Applied Medical Sciences,"web, ws",21,0,0,0,3,3,5,13,0,0,0,0,0,0,0,0,21,0,2,8,1,0,13,0,0,45,38,27,65
BT107_222,BT107_Masked_222,Engineering,web,34,1,0,3,3,3,2,18,0,0,0,0,0,0,0,0,25,0,5,12,0,2,18,0,2,64,42,37,79
BT107_223,BT107_Masked_223,Pharmacy,ws,138,13,0,1,3,3,6,32,0,0,0,0,0,0,3,7,47,0,41,30,2,21,25,6,14,196,50,50,100
BT107_224,BT107_Masked_224,Pharmacy,web,71,9,0,4,3,3,2,13,0,0,0,0,0,0,0,6,22,3,5,14,3,28,20,2,2,105,43,50,93
BT107_225,BT107_Masked_225,Pharmacy,web,48,0,0,0,3,3,2,16,0,0,0,0,0,0,0,1,24,0,10,14,4,2,17,0,0,72,39,32,71
BT107_226,BT107_Masked_226,Pharmacy,web,35,0,0,0,3,3,1,11,0,0,0,0,0,0,0,0,12,1,9,8,3,0,19,0,1,53,47,39,86
BT107_227,BT107_Masked_227,Agriculture,"web, ws",51,1,0,3,3,3,1,19,0,0,0,0,0,0,1,6,31,0,3,16,3,0,18,2,1,81,44,39,83
BT107_228,BT107_Masked_228,Pharmacy,"web, ws",37,5,0,0,2,2,3,17,0,0,0,0,0,0,2,1,11,0,5,12,7,5,19,1,3,66,28,13,41
BT107_229,BT107_Masked_229,Pharmacy,web,36,0,0,0,2,2,4,9,0,0,0,0,0,0,0,0,12,3,3,16,1,0,18,0,0,53,44,38,82
BT107_230,BT107_Masked_230,Applied Medical Sciences,web,61,17,0,1,1,1,0,5,0,0,0,0,0,0,2,0,0,4,5,3,15,18,36,1,2,86,33,32,65
BT107_231,BT107_Masked_231,Pharmacy,"web, ws",74,3,0,0,3,3,2,16,0,0,0,0,0,0,0,0,14,0,41,11,0,0,21,5,9,101,49,47,96
BT107_232,BT107_Masked_232,Pharmacy,"web, ws",43,1,0,1,3,3,3,10,0,0,0,0,0,0,0,0,20,0,6,7,3,5,22,1,0,64,38,40,78
BT107_233,BT107_Masked_233,Engineering,web,21,0,0,2,3,3,3,18,0,0,0,0,0,0,0,1,21,0,1,11,2,0,13,1,0,50,49,39,88
BT107_234,BT107_Masked_234,Pharmacy,"web, ws",76,16,0,2,3,3,2,13,0,0,0,0,0,0,1,1,33,5,4,27,1,9,24,7,3,115,42,35,77
BT107_235,BT107_Masked_235,Pharmacy,"web, ws",47,9,0,2,3,3,2,22,0,0,0,0,0,0,0,9,30,0,13,9,1,4,21,0,1,88,39,24,63
BT107_236,BT107_Masked_236,Pharmacy,web,23,0,0,0,3,3,4,22,0,0,0,0,0,0,0,0,24,0,3,9,1,0,18,0,0,55,41,32,73
BT107_237,BT107_Masked_237,Applied Medical Sciences,"web, ws",68,8,0,3,2,2,3,7,0,0,0,0,0,0,2,1,5,12,13,24,1,5,18,1,11,93,44,34,78
BT107_238,BT107_Masked_238,Pharmacy,"web, ws",38,1,0,1,3,3,2,11,0,0,0,0,0,0,2,1,11,0,11,6,14,0,12,0,2,59,35,22,57
BT107_239,BT107_Masked_239,Applied Medical Sciences,"web, ws",93,1,0,7,3,3,0,16,0,0,0,0,0,0,0,23,19,0,21,8,17,6,26,2,1,123,37,25,62
BT107_240,BT107_Masked_240,Medicine,web,186,1,0,0,2,2,1,6,0,0,0,0,0,0,0,2,11,0,64,14,69,17,16,4,1,198,36,35,71
BT107_241,BT107_Masked_241,Science and Arts,"web, ws",56,1,0,0,3,3,5,15,0,0,0,0,0,0,0,0,17,0,3,14,4,4,40,0,1,83,41,22,63
BT107_242,BT107_Masked_242,Pharmacy,web,5,0,0,0,2,2,2,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,22,24,26,50
BT107_243,BT107_Masked_243,Pharmacy,"web, ws",51,1,0,1,3,3,3,14,0,0,0,0,0,0,2,6,19,0,4,11,7,3,22,2,0,76,46,37,83
BT107_244,BT107_Masked_244,Applied Medical Sciences,web,63,1,0,0,3,3,0,22,0,0,0,0,0,0,0,1,39,0,16,10,3,0,22,0,1,92,36,23,59
BT107_245,BT107_Masked_245,Applied Medical Sciences,web,80,16,0,0,3,3,0,20,0,0,0,0,0,0,1,0,51,2,18,29,1,3,16,1,0,122,39,19,58
BT107_246,BT107_Masked_246,Agriculture,"web, ws",19,2,0,0,2,2,2,9,0,0,0,0,0,0,0,0,0,0,2,10,1,0,18,1,4,36,28,22,50
BT107_247,BT107_Masked_247,Science and Arts,"web, ws",35,5,0,1,3,3,4,25,0,0,0,0,0,0,1,0,31,0,5,8,0,3,23,0,5,76,41,33,74
BT107_248,BT107_Masked_248,Agriculture,web,46,2,0,0,3,3,2,11,0,0,0,0,0,0,0,0,10,0,2,8,0,0,9,0,38,67,35,25,60
BT107_249,BT107_Masked_249,Applied Medical Sciences,"web, ws",80,4,0,3,3,3,1,12,0,0,0,0,0,0,3,2,40,4,26,9,1,3,17,0,1,106,35,24,59
BT107_250,BT107_Masked_250,Agriculture,web,20,1,0,0,2,2,1,7,0,0,0,0,0,0,0,0,1,0,1,8,5,2,14,0,2,33,33,25,58
BT107_251,BT107_Masked_251,Pharmacy,"web, ws",57,2,0,3,3,3,4,21,0,0,0,0,0,0,6,3,24,7,11,16,2,6,16,1,1,93,39,29,68
BT107_252,BT107_Masked_252,Applied Medical Sciences,web,50,1,0,0,4,4,1,33,0,0,0,0,0,0,0,0,29,0,2,9,2,4,20,26,1,93,39,24,63
BT107_253,BT107_Masked_253,Applied Medical Sciences,"web, ws",19,0,0,2,3,3,3,11,0,0,0,0,0,0,0,0,13,0,0,6,9,1,12,0,0,41,44,12,56
BT107_254,BT107_Masked_254,Pharmacy,web,49,0,0,7,3,3,3,12,0,0,0,0,0,0,0,0,14,0,10,8,12,6,23,4,0,77,39,25,64
BT107_255,BT107_Masked_255,Science and Arts,"web, ws",41,0,0,6,3,3,4,28,0,0,0,0,0,0,0,1,33,3,9,11,9,4,14,1,0,85,39,37,76
BT107_256,BT107_Masked_256,Applied Medical Sciences,"web, ws",130,1,0,2,3,3,3,12,0,0,0,0,0,0,0,0,19,0,92,13,2,13,14,0,1,154,42,43,85
BT107_257,BT107_Masked_257,Pharmacy,web,34,2,0,1,3,3,2,10,0,0,0,0,0,0,4,10,10,0,7,10,1,0,11,0,2,55,39,30,69
BT107_258,BT107_Masked_258,Science and Arts,web,31,6,0,9,3,3,1,11,0,0,0,0,0,0,0,0,25,0,1,9,1,0,17,7,4,64,42,30,72
BT107_259,BT107_Masked_259,Applied Medical Sciences,"web, ws",10,0,0,4,3,3,3,12,0,0,0,0,0,0,0,0,12,0,0,6,0,0,17,0,0,35,44,42,86
BT107_260,BT107_Masked_260,Pharmacy,"web, ws",56,5,0,2,3,3,2,18,0,0,0,0,0,0,3,3,28,0,5,12,3,11,19,2,3,89,50,50,100
BT107_261,BT107_Masked_261,Pharmacy,ws,16,1,0,0,3,3,3,14,0,0,0,0,0,0,0,0,13,0,2,10,0,0,14,0,1,40,36,32,68
BT107_262,BT107_Masked_262,Pharmacy,"web, ws",51,6,0,1,2,2,6,10,0,0,0,0,0,0,0,0,12,0,14,11,4,2,23,0,12,78,22,39,61
BT107_263,BT107_Masked_263,Agriculture,web,5,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,13,25,25,50
BT107_264,BT107_Masked_264,Applied Medical Sciences,web,27,2,0,0,3,3,2,12,0,0,0,0,0,0,0,4,11,0,7,7,1,2,15,0,2,49,31,30,61
BT107_265,BT107_Masked_265,Agriculture,web,32,4,0,0,3,3,0,13,0,0,0,0,0,0,0,1,17,1,3,8,5,0,16,0,4,55,36,35,71
BT107_266,BT107_Masked_266,Pharmacy,"web, ws",44,9,0,4,3,3,1,19,0,0,0,0,0,0,0,8,27,0,14,8,2,3,14,3,4,83,46,42,88
BT107_267,BT107_Masked_267,Veterinary Medicine,web,55,0,0,0,3,3,4,12,0,0,0,0,0,0,0,0,14,0,7,24,3,1,21,7,0,77,38,33,71
BT107_268,BT107_Masked_268,Science and Arts,web,72,4,0,0,3,3,1,16,0,0,0,0,0,0,0,0,21,4,11,10,5,21,17,2,8,99,44,35,79
BT107_269,BT107_Masked_269,Science and Arts,"web, ws",31,0,0,1,3,3,5,17,0,0,0,0,0,0,0,0,24,0,2,8,0,11,15,0,0,60,48,38,86
BT107_270,BT107_Masked_270,Applied Medical Sciences,web,16,0,0,2,3,3,1,16,0,0,0,0,0,0,0,0,16,0,1,6,0,0,17,1,0,41,47,32,79
BT107_271,BT107_Masked_271,Applied Medical Sciences,"web, ws",22,0,0,2,3,3,0,15,0,0,0,0,0,0,0,0,21,0,0,6,1,3,14,0,0,45,38,23,61
BT107_272,BT107_Masked_272,Agriculture,"web, ws",50,6,0,0,3,3,3,20,0,0,0,0,0,0,0,0,32,0,7,21,0,5,18,2,0,85,45,40,85
BT107_273,BT107_Masked_273,Applied Medical Sciences,"web, ws",30,1,0,3,3,3,5,13,0,0,0,0,0,0,1,0,18,0,13,10,0,2,13,0,1,58,36,29,65
BT107_274,BT107_Masked_274,Pharmacy,"web, ws",45,1,0,0,3,3,3,13,0,0,0,0,0,0,1,3,17,0,1,20,0,6,14,5,1,68,45,37,82
BT107_275,BT107_Masked_275,Pharmacy,web,22,0,0,0,2,2,0,6,0,0,0,0,0,0,0,0,6,0,6,5,1,0,13,0,1,32,39,24,63
BT107_276,BT107_Masked_276,Agriculture,"web, ws",24,1,0,5,3,3,2,15,0,0,0,0,0,0,0,0,4,0,4,7,2,1,18,17,0,53,35,33,68
BT107_277,BT107_Masked_277,Science and Arts,"web, ws",36,1,0,0,3,3,1,11,0,0,0,0,0,0,0,1,18,0,8,5,1,0,13,2,7,55,44,35,79
BT107_278,BT107_Masked_278,Pharmacy,"web, ws",29,5,0,11,3,3,6,16,0,0,0,0,0,0,0,0,16,0,6,11,0,3,22,7,8,73,48,37,85
BT107_279,BT107_Masked_279,Pharmacy,"web, ws",26,0,0,0,3,3,1,16,0,0,0,0,0,0,0,0,24,4,5,6,0,0,10,0,0,49,40,48,88
BT107_280,BT107_Masked_280,Engineering,web,21,3,0,5,3,3,3,28,0,0,0,0,0,0,1,4,27,0,4,7,0,3,17,0,3,66,40,28,68
BT107_281,BT107_Masked_281,Applied Medical Sciences,"web, ws",33,1,0,0,3,3,2,13,0,0,0,0,0,0,0,3,15,0,6,12,0,0,16,0,3,55,46,24,70
BT107_282,BT107_Masked_282,Science and Arts,"web, ws",22,0,0,2,3,3,3,11,0,0,0,0,0,0,0,0,15,0,0,13,1,2,13,0,0,44,45,37,82
BT107_283,BT107_Masked_283,Agriculture,web,47,1,0,0,3,3,2,11,0,0,0,0,0,0,1,3,21,3,5,8,2,6,15,0,3,67,42,23,65
BT107_284,BT107_Masked_284,Pharmacy,"web, ws",43,5,0,2,3,3,3,13,0,0,0,0,0,0,0,3,26,4,3,7,1,7,19,0,2,72,45,40,85
BT107_285,BT107_Masked_285,Science and Arts,web,46,2,0,0,3,3,3,13,0,0,0,0,0,0,0,1,19,4,8,17,0,1,19,0,1,70,42,33,75
BT107_286,BT107_Masked_286,Science and Arts,"web, ws",78,4,0,8,4,4,4,16,0,0,0,0,0,0,0,0,19,0,5,14,4,19,14,42,1,118,41,29,70
BT107_287,BT107_Masked_287,Applied Medical Sciences,web,56,0,0,8,3,3,3,11,0,0,0,0,0,0,0,11,18,0,17,11,0,0,20,5,2,84,45,28,73
BT107_288,BT107_Masked_288,Pharmacy,"web, ws",20,4,0,5,3,3,3,12,0,0,0,0,0,0,0,0,16,0,6,10,0,1,14,3,0,50,38,32,70
BT107_289,BT107_Masked_289,Pharmacy,"web, ws",19,3,0,0,3,3,3,11,0,0,0,0,0,0,1,0,10,0,2,8,1,8,10,0,2,42,41,33,74
BT107_290,BT107_Masked_290,Agriculture,"web, ws",82,22,2,23,3,3,2,11,0,0,0,0,0,0,6,3,42,4,28,19,4,18,18,5,1,148,34,32,66
BT107_291,BT107_Masked_291,Medicine,web,106,8,0,0,3,3,3,11,0,0,0,0,0,0,4,5,15,9,6,26,5,16,31,8,9,134,39,32,71
BT107_292,BT107_Masked_292,Pharmacy,"web, ws",236,1,0,2,3,3,2,15,0,0,0,0,0,0,2,0,30,1,18,8,76,11,85,23,8,262,36,32,68
BT107_293,BT107_Masked_293,Applied Medical Sciences,"web, ws",116,2,0,0,3,3,3,24,0,0,0,0,0,0,0,1,33,0,2,8,61,8,38,0,0,151,31,25,56
BT107_294,BT107_Masked_294,Medicine,"web, ws",41,8,0,2,3,3,3,12,0,0,0,0,0,0,2,3,16,2,6,10,0,8,24,1,0,72,47,27,74
BT107_295,BT107_Masked_295,Pharmacy,"web, ws",38,3,0,1,3,3,2,13,0,0,0,0,0,0,2,2,12,1,0,13,1,0,22,5,5,63,33,18,51
BT107_296,BT107_Masked_296,Applied Medical Sciences,web,9,0,0,0,3,3,5,31,0,0,0,0,0,0,0,0,30,0,0,7,0,0,14,0,0,51,36,17,53
BT107_297,BT107_Masked_297,Pharmacy,ws,55,1,0,11,3,3,6,23,0,0,0,0,0,0,5,6,31,1,5,17,3,10,21,1,2,102,46,44,90
BT107_298,BT107_Masked_298,Pharmacy,ws,40,4,0,6,3,3,6,22,0,0,0,0,0,0,3,0,23,0,5,18,3,10,19,2,1,84,36,30,66
BT107_299,BT107_Masked_299,Applied Medical Sciences,"web, ws",13,1,0,0,2,2,1,7,0,0,0,0,0,0,2,0,0,0,0,5,2,0,14,2,1,26,31,40,71
BT107_300,BT107_Masked_300,Applied Medical Sciences,"web, ws",20,3,0,2,3,3,3,32,0,0,0,0,0,0,1,4,38,2,0,7,0,0,13,0,1,66,38,27,65
BT107_301,BT107_Masked_301,Agriculture,"web, ws",39,2,0,13,3,3,1,11,0,0,0,0,0,0,1,0,19,1,7,10,3,4,24,2,1,72,43,20,63
BT107_302,BT107_Masked_302,Science and Arts,"web, ws",21,0,0,0,2,2,2,6,0,0,0,0,0,0,2,0,2,0,4,7,0,0,18,0,0,33,41,20,61
BT107_303,BT107_Masked_303,Pharmacy,"web, ws",54,1,0,5,3,3,3,15,0,0,0,0,0,0,4,0,21,0,0,16,0,9,32,1,1,84,40,27,67
BT107_304,BT107_Masked_304,Medicine,"web, ws",73,1,0,1,3,3,3,20,0,0,0,0,0,0,0,0,21,2,41,6,2,4,11,17,0,104,34,33,67
BT107_305,BT107_Masked_305,Science and Arts,"web, ws",35,2,0,0,3,3,2,14,0,0,0,0,0,0,0,0,20,0,5,9,1,4,18,1,1,59,40,18,58
BT107_306,BT107_Masked_306,Pharmacy,"web, ws",57,1,0,6,3,3,3,15,0,0,0,0,0,0,0,0,30,3,13,12,7,9,11,3,0,88,39,37,76
BT107_307,BT107_Masked_307,Pharmacy,"web, ws",62,2,0,2,3,3,4,12,0,0,0,0,0,0,0,0,14,2,19,13,20,0,20,0,0,88,44,25,69
BT107_308,BT107_Masked_308,Pharmacy,"web, ws",48,0,0,1,3,3,3,19,0,0,0,0,0,0,1,1,29,5,3,10,11,4,13,0,0,77,49,35,84
BT107_309,BT107_Masked_309,Applied Medical Sciences,web,58,1,0,1,3,3,2,18,0,0,0,0,0,0,0,3,20,5,10,12,1,17,17,1,0,86,34,19,53
BT107_310,BT107_Masked_310,Applied Medical Sciences,"web, ws",121,15,0,1,3,3,3,12,0,0,0,0,0,0,7,16,27,3,23,21,6,42,13,0,0,158,42,38,80
BT107_311,BT107_Masked_311,Science and Arts,web,57,0,0,0,3,3,4,22,0,0,0,0,0,0,1,1,25,0,32,13,0,0,12,5,0,89,50,45,95
BT107_312,BT107_Masked_312,Medicine,"web, ws",52,0,0,7,3,3,5,20,0,0,0,0,0,0,1,1,28,0,4,9,0,0,38,9,0,90,45,23,68
