ID number,Surname,Faculty,Origin,A file has been uploaded.,A submission has been submitted.,Comment created,Course module viewed,Discussion viewed,Grade overview report viewed,Grade user report viewed,Quiz attempt started,Quiz attempt submitted,Quiz attempt summary viewed,Quiz attempt viewed,Submission created.,Submission form viewed.,Submission updated.,The status of the submission has been viewed.,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Total Events,Label_Semester,Label_Final,Label_Total
PHY103__78,PHY103_Masked_155,Applied Medical Sciences,"web, ws",1,1,0,40,5,0,3,1,1,0,29,1,1,0,23,0,0,0,0,0,0,0,0,0,4,11,2,0,16,17,56,0,106,39,32,71
PHY103_79,PHY103_Masked_156,Applied Medical Sciences,web,1,1,0,15,1,0,0,1,1,1,111,1,3,0,13,0,0,0,0,0,0,0,0,0,1,2,1,5,3,14,123,0,149,34,44,78
PHY103__79,PHY103_Masked_157,Pharmacy,web,1,1,0,3,5,0,0,1,0,0,146,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,151,0,169,42,36,78
PHY103_80,PHY103_Masked_158,Agriculture,"web, ws",1,1,0,20,2,0,2,2,2,2,108,1,2,0,14,0,0,0,0,0,0,0,0,1,0,0,2,0,8,29,117,0,157,46,14,60
PHY103__80,PHY103_Masked_159,Pharmacy,ws,6,6,0,33,3,0,2,1,1,4,271,3,0,3,38,0,0,0,0,0,0,0,0,0,2,0,11,4,4,59,282,9,371,41,48,89
PHY103_81,PHY103_Masked_160,Agriculture,"web, ws",1,1,0,4,2,0,0,1,1,1,15,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,0,35,20,30,50
PHY103__81,PHY103_Masked_161,Pharmacy,"web, ws",5,5,0,10,4,0,0,1,1,1,83,2,27,3,22,0,0,0,0,0,0,0,0,0,2,0,3,0,3,62,94,0,164,43,30,73
PHY103_82,PHY103_Masked_162,Applied Medical Sciences,web,2,2,0,45,4,0,0,1,1,0,85,1,46,1,34,0,0,0,0,0,0,0,0,0,0,6,2,6,19,85,104,0,222,33,12,45
PHY103__82,PHY103_Masked_163,Pharmacy,"web, ws",2,2,0,27,2,0,1,1,1,1,127,2,13,0,19,0,0,0,0,0,0,0,0,1,2,0,8,1,1,38,147,0,198,43,28,71
PHY103_83,PHY103_Masked_164,Applied Medical Sciences,web,1,1,0,33,6,1,4,1,1,1,51,1,13,0,11,0,0,0,0,0,0,0,0,0,1,10,5,3,12,27,67,0,125,36,44,80
PHY103__83,PHY103_Masked_165,Agriculture,web,1,1,0,18,2,0,1,1,1,1,167,1,43,0,21,0,0,0,0,0,0,0,0,0,3,2,5,2,9,60,177,0,258,42,18,60
PHY103_84,PHY103_Masked_166,Pharmacy,"web, ws",3,3,0,16,1,0,0,1,1,0,34,2,3,1,8,0,0,0,0,0,0,0,0,0,0,1,10,1,2,17,42,0,73,45,50,95
PHY103__84,PHY103_Masked_167,Pharmacy,"web, ws",1,1,0,17,9,0,0,1,1,1,22,1,22,0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,2,54,38,0,100,41,42,83
PHY103_85,PHY103_Masked_168,Pharmacy,"web, ws",1,1,0,23,3,0,1,1,1,1,40,1,0,0,10,0,0,0,0,0,0,0,0,0,0,7,3,5,10,8,49,1,83,46,0,0
PHY103__85,PHY103_Masked_169,Applied Medical Sciences,"web, ws",1,1,0,19,3,0,0,1,1,2,54,1,5,0,9,0,0,0,0,0,0,0,0,0,0,4,1,0,2,18,71,1,97,26,30,56
PHY103_86,PHY103_Masked_170,Pharmacy,"web, ws",1,1,0,16,1,0,0,1,1,1,39,1,21,0,13,0,0,0,0,0,0,0,0,0,0,3,9,0,2,33,48,1,96,35,32,67
PHY103__86,PHY103_Masked_171,Pharmacy,web,1,1,0,10,3,0,0,1,1,1,47,1,10,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,4,22,55,0,90,43,28,71
PHY103_87,PHY103_Masked_172,Pharmacy,"web, ws",1,1,0,11,3,0,0,1,1,1,85,1,16,0,10,0,0,0,0,0,0,0,0,0,1,1,2,0,2,28,97,0,131,46,34,80
PHY103__87,PHY103_Masked_173,Agriculture,web,1,1,0,19,2,0,0,1,1,2,45,1,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,16,7,57,0,83,39,28,67
PHY103_88,PHY103_Masked_174,Pharmacy,"web, ws",2,2,0,16,1,0,0,1,1,0,48,1,2,1,13,0,0,0,0,0,0,0,0,0,0,0,4,10,3,16,54,1,88,48,46,94
PHY103__88,PHY103_Masked_175,Pharmacy,"web, ws",1,1,0,18,4,0,1,1,1,0,95,1,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,2,2,23,101,0,134,41,26,67
PHY103_89,PHY103_Masked_176,Applied Medical Sciences,web,0,0,0,14,3,0,0,1,1,1,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,5,1,36,0,51,29,28,57
PHY103__89,PHY103_Masked_177,Agriculture,"web, ws",0,0,0,21,1,0,4,1,1,1,178,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,5,5,9,196,0,225,36,16,52
PHY103_90,PHY103_Masked_178,Pharmacy,ws,1,1,0,16,1,0,0,1,1,1,44,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,6,0,6,56,0,70,40,0,0
PHY103__90,PHY103_Masked_179,Agriculture,web,0,0,0,10,4,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,13,1,2,1,1,20,14,26,40
PHY103_91,PHY103_Masked_180,Agriculture,"web, ws",1,1,0,16,2,0,0,1,1,0,32,1,28,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,48,1,96,41,38,79
PHY103__91,PHY103_Masked_181,Agriculture,web,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,8,14,35
PHY103_92,PHY103_Masked_182,Applied Medical Sciences,"web, ws",1,1,0,2,4,0,0,1,1,1,56,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,64,0,84,33,18,51
PHY103__92,PHY103_Masked_183,Pharmacy,"web, ws",1,1,0,17,3,0,0,1,1,2,30,1,2,0,13,0,0,0,0,0,0,0,0,1,1,6,2,4,5,16,37,0,72,35,28,63
PHY103_93,PHY103_Masked_184,Pharmacy,web,1,1,0,6,2,0,0,1,1,1,117,1,6,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,1,21,123,0,148,40,28,68
PHY103__93,PHY103_Masked_185,Applied Medical Sciences,"web, ws",2,2,0,41,8,0,0,1,1,0,64,2,8,0,33,0,0,0,0,0,0,0,0,0,0,13,12,7,10,29,91,0,162,46,50,96
PHY103_94,PHY103_Masked_186,Pharmacy,"web, ws",1,1,0,22,1,0,0,1,1,1,73,1,0,0,4,0,0,0,0,0,0,0,0,0,0,12,4,0,2,7,81,0,106,36,10,46
PHY103__94,PHY103_Masked_187,Pharmacy,web,1,1,0,11,3,0,0,1,1,1,167,1,7,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,182,0,200,47,38,85
PHY103_95,PHY103_Masked_188,Applied Medical Sciences,"web, ws",0,0,0,5,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,12,0,0,17,0,0,0
PHY103__95,PHY103_Masked_189,Agriculture,"web, ws",1,1,0,34,8,0,2,1,1,1,161,1,2,0,23,0,0,0,0,0,0,0,0,3,2,4,7,1,16,14,189,0,236,26,18,44
PHY103_96,PHY103_Masked_190,Agriculture,"web, ws",1,1,0,12,3,0,0,1,1,0,88,1,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,1,1,11,96,0,115,36,22,58
PHY103__96,PHY103_Masked_191,Pharmacy,"web, ws",1,1,0,13,2,0,0,1,1,0,58,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,2,15,74,0,95,43,32,75
PHY103_97,PHY103_Masked_192,Applied Medical Sciences,"web, ws",1,1,0,51,10,0,2,1,1,0,18,1,19,0,28,0,0,0,0,0,0,0,0,0,2,5,13,3,5,64,34,7,133,38,34,72
PHY103__97,PHY103_Masked_193,Pharmacy,"web, ws",2,2,0,65,0,0,2,1,1,1,99,1,9,1,23,0,0,0,0,0,0,0,0,0,0,11,22,13,10,37,111,3,207,41,44,85
PHY103_98,PHY103_Masked_194,Pharmacy,"web, ws",1,1,0,19,3,0,9,1,1,1,51,1,0,0,25,0,0,0,0,0,0,0,0,0,1,2,2,0,9,27,72,0,113,45,44,89
PHY103__98,PHY103_Masked_195,Pharmacy,"web, ws",1,1,0,4,3,0,0,1,1,1,100,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,108,0,116,40,38,78
PHY103_99,PHY103_Masked_196,Pharmacy,web,1,1,0,46,3,0,0,1,1,1,36,1,4,0,6,0,0,0,0,0,0,0,0,0,0,14,13,5,10,9,50,0,101,37,20,57
PHY103__99,PHY103_Masked_197,Pharmacy,"web, ws",1,1,0,5,0,0,1,1,1,1,108,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,115,0,131,35,28,63
PHY103_100,PHY103_Masked_198,Pharmacy,"web, ws",1,1,1,23,3,0,0,1,1,2,123,1,10,0,12,0,0,0,0,0,0,0,0,0,1,5,1,1,1,36,134,0,179,44,38,82
PHY103__100,PHY103_Masked_199,Agriculture,web,0,0,0,13,0,0,0,1,1,1,88,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,102,0,111,48,28,76
PHY103_101,PHY103_Masked_200,Applied Medical Sciences,"web, ws",1,1,0,52,4,0,3,1,1,2,80,1,4,0,13,0,0,0,0,0,0,0,0,1,3,10,16,4,31,7,91,0,163,40,30,70
PHY103__101,PHY103_Masked_201,Pharmacy,"web, ws",1,1,0,10,1,0,1,1,1,0,53,1,13,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,15,27,62,0,109,45,40,85
PHY103_102,PHY103_Masked_202,Applied Medical Sciences,web,1,1,0,38,1,0,2,1,1,1,45,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,9,2,81,3,98,34,30,64
PHY103__102,PHY103_Masked_203,Pharmacy,web,0,0,0,14,2,0,1,1,1,2,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,90,0,92,24,26,50
PHY103_103,PHY103_Masked_204,Pharmacy,"web, ws",1,1,0,22,1,0,1,1,1,1,51,1,2,0,11,0,0,0,0,0,0,0,0,0,1,0,24,0,1,10,58,0,94,46,40,86
PHY103__103,PHY103_Masked_205,Applied Medical Sciences,"web, ws",1,1,0,16,3,0,2,1,1,1,45,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,5,0,1,19,62,0,88,31,28,59
PHY103_104,PHY103_Masked_206,Agriculture,"web, ws",4,4,0,21,0,0,2,1,1,3,53,3,0,1,12,0,0,0,0,0,0,0,0,0,0,5,2,1,0,25,69,3,105,37,13,50
PHY103__104,PHY103_Masked_207,Applied Medical Sciences,web,2,2,0,7,5,0,0,1,1,1,150,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,161,0,178,43,46,89
PHY103_105,PHY103_Masked_208,Agriculture,"web, ws",1,1,0,21,5,0,2,1,1,0,155,1,11,0,24,0,0,0,0,0,0,0,0,0,0,0,23,2,7,26,165,0,223,34,28,62
PHY103__105,PHY103_Masked_209,Pharmacy,"web, ws",1,1,0,33,3,0,0,1,1,1,82,1,0,0,13,0,0,0,0,0,0,0,0,0,1,5,14,0,10,12,94,1,137,42,36,78
PHY103_106,PHY103_Masked_210,Agriculture,web,1,1,0,10,4,0,0,1,0,1,112,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,123,0,136,35,28,63
PHY103__106,PHY103_Masked_211,Pharmacy,web,1,1,0,9,0,0,0,1,1,1,57,1,14,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,24,0,64,0,97,42,30,72
PHY103_107,PHY103_Masked_212,Pharmacy,"web, ws",1,1,0,13,5,0,0,1,1,1,143,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,157,0,180,43,24,67
PHY103__107,PHY103_Masked_213,Pharmacy,"web, ws",8,8,2,22,1,0,2,1,1,1,47,2,17,6,33,0,0,0,0,0,0,0,0,0,1,3,4,0,3,77,63,0,151,41,38,79
PHY103_108,PHY103_Masked_214,Agriculture,web,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,12,0,0
PHY103__108,PHY103_Masked_215,Agriculture,"web, ws",1,1,0,22,2,0,0,1,1,1,17,1,8,0,13,0,0,0,0,0,0,0,0,0,0,1,7,1,3,21,35,0,68,40,16,56
PHY103_109,PHY103_Masked_216,Pharmacy,web,0,0,0,11,4,0,0,2,2,2,30,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,1,2,16,35,5,64,20,16,36
PHY103__109,PHY103_Masked_217,Pharmacy,web,1,1,0,22,5,0,0,1,1,2,172,1,4,0,12,0,0,0,0,0,0,0,0,0,1,5,12,0,2,18,183,1,222,35,28,63
PHY103_110,PHY103_Masked_218,Agriculture,"web, ws",2,2,0,22,2,0,2,1,1,1,165,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,7,3,3,16,179,2,211,30,34,64
PHY103__110,PHY103_Masked_219,Applied Medical Sciences,web,0,0,0,7,1,0,0,1,1,1,17,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,0,44,37,16,53
PHY103_111,PHY103_Masked_220,Pharmacy,"web, ws",1,1,0,31,0,0,0,1,1,1,49,1,10,0,21,0,0,0,0,0,0,0,0,0,0,0,8,0,3,30,76,0,117,42,30,72
PHY103__111,PHY103_Masked_221,Pharmacy,"web, ws",3,3,0,10,1,0,7,1,1,1,91,2,15,1,13,0,0,0,0,0,0,0,0,0,1,0,1,0,2,36,109,0,149,42,28,70
PHY103_112,PHY103_Masked_222,Pharmacy,web,1,1,0,4,2,0,0,1,1,0,25,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,0,46,39,42,81
PHY103__112,PHY103_Masked_223,Pharmacy,"web, ws",1,1,0,18,10,1,6,1,1,1,35,1,2,0,14,0,0,0,0,0,0,0,0,0,0,1,7,2,5,23,54,0,92,22,18,40
PHY103_113,PHY103_Masked_224,Pharmacy,web,3,3,0,25,9,0,0,1,1,0,31,1,25,2,20,0,0,0,0,0,0,0,0,0,1,1,1,0,6,55,57,0,121,39,40,79
PHY103__113,PHY103_Masked_225,Applied Medical Sciences,web,1,1,0,25,15,0,0,1,1,1,33,1,27,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,63,53,0,120,43,22,65
PHY103_114,PHY103_Masked_226,Pharmacy,web,2,2,0,33,18,0,0,1,1,1,46,2,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,55,0,125,34,34,68
PHY103__114,PHY103_Masked_227,Pharmacy,"web, ws",1,1,0,12,1,0,0,1,1,1,65,1,7,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,78,0,99,44,26,70
PHY103_115,PHY103_Masked_228,Applied Medical Sciences,"web, ws",3,3,0,16,4,0,1,1,1,2,107,1,4,2,15,0,0,0,0,0,0,0,0,0,0,0,1,7,2,34,116,0,160,35,30,65
PHY103__115,PHY103_Masked_229,Agriculture,"web, ws",5,5,0,5,2,0,2,1,1,1,167,2,11,3,19,0,0,0,0,0,0,0,0,0,0,0,1,4,0,47,172,0,224,36,32,68
PHY103_116,PHY103_Masked_230,Pharmacy,web,1,1,0,9,0,0,0,1,1,2,98,1,4,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,106,0,121,43,40,83
PHY103__116,PHY103_Masked_231,Pharmacy,"web, ws",1,1,0,12,2,1,1,1,1,1,38,1,28,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,74,44,0,120,45,48,93
PHY103_117,PHY103_Masked_232,Applied Medical Sciences,web,2,2,0,13,4,0,1,1,1,1,15,1,3,1,16,0,0,0,0,0,0,0,0,0,0,0,3,6,6,18,25,3,61,27,26,53
PHY103__117,PHY103_Masked_233,Pharmacy,"web, ws",1,1,0,14,2,0,0,1,1,1,115,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,128,0,144,25,25,50
PHY103_118,PHY103_Masked_234,Applied Medical Sciences,"web, ws",2,2,0,13,2,0,1,1,1,1,79,2,5,0,31,0,0,0,0,0,0,0,0,0,0,0,10,0,22,19,89,0,140,34,30,64
PHY103__118,PHY103_Masked_235,Applied Medical Sciences,web,0,0,0,12,2,0,0,1,1,1,166,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,181,0,189,29,24,53
PHY103_119,PHY103_Masked_236,Applied Medical Sciences,"web, ws",1,1,0,11,4,0,0,1,1,0,98,1,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,2,12,103,0,125,31,22,53
PHY103__119,PHY103_Masked_237,Applied Medical Sciences,"web, ws",1,1,0,19,2,0,0,1,1,1,87,1,2,0,24,0,0,0,0,0,0,0,0,0,0,1,7,0,7,20,105,0,140,42,32,74
PHY103_120,PHY103_Masked_238,Applied Medical Sciences,"web, ws",1,1,0,10,2,0,4,2,2,3,135,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3,37,133,0,174,42,24,66
PHY103__120,PHY103_Masked_239,Pharmacy,web,1,1,0,14,3,0,0,1,1,1,115,1,3,0,6,0,0,0,0,0,0,0,0,0,1,6,1,0,3,13,122,1,147,46,32,78
PHY103_121,PHY103_Masked_240,Applied Medical Sciences,"web, ws",1,1,0,32,2,0,0,1,1,1,78,1,31,0,33,0,0,0,0,0,0,0,0,0,1,11,4,0,33,39,94,0,182,38,32,70
PHY103__121,PHY103_Masked_241,Pharmacy,"web, ws",1,1,0,13,2,0,0,1,1,1,67,1,2,0,5,0,0,0,0,0,0,0,0,0,0,3,8,0,0,10,73,1,95,45,24,69
PHY103_122,PHY103_Masked_242,Applied Medical Sciences,"web, ws",3,3,0,4,3,0,3,1,1,1,61,2,32,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,68,0,132,27,23,50
PHY103__122,PHY103_Masked_243,Agriculture,web,3,3,0,39,7,0,0,1,1,1,142,2,13,1,34,0,0,0,0,0,0,0,0,0,2,9,5,20,12,52,147,0,247,36,38,74
PHY103_123,PHY103_Masked_244,Pharmacy,web,1,1,0,13,9,0,0,1,1,1,61,1,18,0,12,0,0,0,0,0,0,0,0,0,0,1,8,0,1,33,76,0,119,46,32,78
PHY103__123,PHY103_Masked_245,Pharmacy,web,1,1,0,24,0,0,0,1,1,1,151,1,6,0,13,0,0,0,0,0,0,0,0,0,0,4,4,0,2,30,160,0,200,46,36,82
PHY103_124,PHY103_Masked_246,Agriculture,web,1,1,0,46,2,0,0,1,1,2,75,1,2,0,18,0,0,0,0,0,0,0,0,0,1,10,9,2,10,31,87,0,150,39,24,63
PHY103__124,PHY103_Masked_247,Agriculture,"web, ws",1,1,0,6,4,0,2,2,2,5,150,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37,147,0,186,41,26,67
PHY103_125,PHY103_Masked_248,Applied Medical Sciences,"web, ws",3,3,0,34,1,0,0,1,1,1,57,3,11,0,17,0,0,0,0,0,0,0,0,0,0,3,6,1,0,51,71,0,132,32,26,58
PHY103__125,PHY103_Masked_249,Pharmacy,"web, ws",1,1,1,41,14,0,0,1,1,1,52,1,4,0,35,0,0,0,0,0,0,0,0,0,1,1,1,0,12,42,90,6,153,38,38,76
PHY103_126,PHY103_Masked_250,Pharmacy,"web, ws",2,2,0,13,6,0,6,0,0,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,3,0,4,28,12,2,49,20,32,52
PHY103__126,PHY103_Masked_251,Pharmacy,"web, ws",1,1,0,14,2,0,0,1,1,1,69,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,85,0,97,42,34,76
PHY103_127,PHY103_Masked_252,Pharmacy,web,0,0,0,18,5,0,0,1,1,1,15,0,2,0,2,0,0,0,0,0,0,0,0,0,2,4,4,0,3,6,26,0,45,33,22,55
PHY103__127,PHY103_Masked_253,Agriculture,web,1,1,0,16,3,0,0,1,1,1,73,1,24,0,11,0,0,0,0,0,0,0,0,0,0,5,3,1,4,34,86,0,133,20,38,58
PHY103_128,PHY103_Masked_254,Agriculture,web,0,0,0,28,5,0,0,1,1,1,170,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,13,6,1,6,184,3,215,29,30,59
PHY103__128,PHY103_Masked_255,Pharmacy,web,2,2,0,22,0,0,0,1,1,1,15,2,5,0,16,0,0,0,0,0,0,0,0,0,0,7,0,6,0,23,24,7,67,30,50,80
PHY103_129,PHY103_Masked_256,Agriculture,"web, ws",1,1,0,16,1,0,0,1,1,1,27,1,7,0,16,0,0,0,0,0,0,0,0,2,1,0,11,2,6,17,33,1,73,26,14,40
PHY103__129,PHY103_Masked_257,Pharmacy,web,1,1,0,21,0,0,0,1,1,1,96,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,109,0,133,46,28,74
PHY103_130,PHY103_Masked_258,Applied Medical Sciences,web,3,3,0,6,1,0,0,1,1,2,54,1,22,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,62,0,112,41,28,69
PHY103__130,PHY103_Masked_259,Applied Medical Sciences,web,1,1,0,3,1,0,0,1,1,2,38,1,7,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,44,0,64,24,30,54
PHY103_131,PHY103_Masked_260,Applied Medical Sciences,"web, ws",3,3,0,20,2,0,0,1,1,1,101,3,8,0,46,0,0,0,0,0,0,0,0,0,2,2,0,0,14,57,114,0,189,46,20,66
PHY103__131,PHY103_Masked_261,Agriculture,"web, ws",3,3,0,32,2,0,4,1,1,2,246,2,3,1,20,0,0,0,0,0,0,0,0,0,2,0,6,1,9,25,275,2,320,21,30,51
PHY103_132,PHY103_Masked_262,Pharmacy,"web, ws",2,2,0,20,11,0,0,1,1,0,62,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,7,0,13,26,74,0,120,32,34,66
PHY103__132,PHY103_Masked_263,Pharmacy,"web, ws",1,1,0,26,2,0,0,1,1,1,41,1,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,23,17,51,0,92,39,22,61
PHY103_133,PHY103_Masked_264,Pharmacy,"web, ws",1,1,0,11,9,0,7,1,1,1,141,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,4,1,4,23,153,2,188,44,24,68
PHY103__133,PHY103_Masked_265,Pharmacy,web,1,1,0,8,8,0,0,1,1,1,106,1,10,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,123,0,147,29,26,55
PHY103_134,PHY103_Masked_266,Pharmacy,web,1,1,0,28,3,0,0,1,1,1,84,1,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,102,0,150,42,34,76
PHY103__134,PHY103_Masked_267,Pharmacy,"web, ws",1,1,0,15,0,0,1,1,1,1,67,1,2,0,7,0,0,0,0,0,0,0,0,0,0,8,3,1,1,10,75,0,98,33,28,61
PHY103_135,PHY103_Masked_268,Pharmacy,web,3,3,1,7,2,0,1,1,1,1,36,1,4,2,13,0,0,0,0,0,0,0,0,0,0,0,2,5,21,7,41,0,76,28,42,70
PHY103__135,PHY103_Masked_269,Pharmacy,"web, ws",2,2,0,16,4,0,0,1,1,0,148,1,7,1,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,26,162,1,192,42,40,82
PHY103_136,PHY103_Masked_270,Agriculture,web,1,1,0,33,9,0,0,1,1,1,99,1,7,0,6,0,0,0,0,0,0,0,0,0,0,3,4,1,2,24,126,0,160,24,34,58
PHY103__136,PHY103_Masked_271,Agriculture,"web, ws",0,0,0,4,4,0,0,1,1,1,49,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,55,1,66,45,24,69
PHY103_137,PHY103_Masked_272,Pharmacy,web,1,1,0,66,2,0,0,1,1,1,18,1,9,0,28,0,0,0,0,0,0,0,0,0,2,11,9,17,8,31,51,0,129,44,38,82
PHY103__137,PHY103_Masked_273,Agriculture,web,1,1,0,26,5,0,0,1,1,3,66,1,2,0,7,0,0,0,0,0,0,0,0,0,0,3,4,0,3,18,85,1,114,29,48,77
PHY103_138,PHY103_Masked_274,Pharmacy,"web, ws",2,2,0,3,0,0,0,1,1,0,107,2,4,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,112,0,145,36,32,68
PHY103__138,PHY103_Masked_275,Applied Medical Sciences,web,1,1,0,5,9,0,0,1,1,0,52,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,59,0,83,41,38,79
PHY103_139,PHY103_Masked_276,Applied Medical Sciences,"web, ws",1,1,0,37,4,0,0,1,1,1,54,1,12,0,21,0,0,0,0,0,0,0,0,0,0,4,12,3,20,30,64,1,134,31,42,73
PHY103__139,PHY103_Masked_277,Applied Medical Sciences,web,1,1,0,6,9,0,0,1,1,1,21,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,46,29,30,59
PHY103_140,PHY103_Masked_278,Applied Medical Sciences,"web, ws",4,4,0,27,6,0,0,1,1,1,84,1,17,3,15,0,0,0,0,0,0,0,0,0,0,0,5,1,2,49,107,0,164,35,34,69
PHY103__140,PHY103_Masked_279,Agriculture,web,1,1,0,7,5,0,0,1,1,0,56,1,3,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,1,22,63,0,88,30,24,54
PHY103_141,PHY103_Masked_280,Pharmacy,"web, ws",1,1,0,22,3,0,6,2,2,3,119,1,9,0,6,0,0,0,0,0,0,0,0,0,1,3,0,0,1,32,138,0,175,30,36,66
PHY103__141,PHY103_Masked_281,Agriculture,web,2,2,0,60,4,0,1,1,1,0,33,2,14,0,25,0,0,0,0,0,0,0,0,0,4,17,9,0,15,42,53,5,145,31,19,50
PHY103_142,PHY103_Masked_282,Pharmacy,"web, ws",3,3,0,6,4,0,2,1,1,0,138,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,151,0,185,38,36,74
PHY103__142,PHY103_Masked_283,Pharmacy,"web, ws",1,1,0,9,2,0,0,1,1,1,104,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,116,0,129,39,32,71
PHY103_143,PHY103_Masked_284,Agriculture,"web, ws",2,2,0,35,7,0,1,1,1,1,105,1,6,1,9,0,0,0,0,0,0,0,0,0,0,0,5,1,3,21,140,2,172,41,26,67
PHY103__143,PHY103_Masked_285,Pharmacy,"web, ws",3,3,0,9,0,0,0,1,1,1,112,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,1,0,15,120,0,141,37,24,61
PHY103_144,PHY103_Masked_286,Pharmacy,web,2,2,0,20,5,0,0,1,1,0,66,1,23,1,12,0,0,0,0,0,0,0,0,0,0,0,10,0,43,3,78,0,134,40,40,80
PHY103__144,PHY103_Masked_287,Pharmacy,web,3,3,0,11,2,0,0,1,1,1,16,2,9,1,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,27,25,0,58,33,24,57
PHY103_145,PHY103_Masked_288,Pharmacy,"web, ws",1,1,0,70,3,0,1,1,1,1,135,1,0,0,20,0,0,0,0,0,0,0,0,3,18,8,15,4,14,7,166,0,235,47,50,97
